code,description,phenotype_description,phenotype_abbreviation,esc_complexity_classification,code_terminology
449467003,Diffuse stenosis of right pulmonary artery,pulmonary artery malformation,PAM,Moderate,SNOMED
449559008,Multiple stenoses of left pulmonary artery,pulmonary artery malformation,PAM,Moderate,SNOMED
25559009,Congenital absence of left pulmonary artery,pulmonary artery malformation,PAM,Moderate,SNOMED
253627007,Pulmonary trunk absent with confluent pulmonary arteries,pulmonary artery malformation,PAM,Severe,SNOMED
707372009,Congenital stenosis of right pulmonary artery;Congenital right pulmonary arterial stenosis,pulmonary artery malformation,PAM,Moderate,SNOMED
447840008,Stenosis of right pulmonary artery,pulmonary artery malformation,PAM,Moderate,SNOMED
461434008,Major systemic to pulmonary collateral artery with pulmonary artery proximal to hilar bifurcation,pulmonary artery malformation,PAM,Severe,SNOMED
449587004,Divided left atrium with all pulmonary veins to proximal chamber and then to left atrium with additional pulmonary venous chamber extracardiac communication;Cor triatriatum with all pulmonary veins to proximal chamber and then to left atrium with additional pulmonary venous chamber extracardiac communication,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
449596004,Divided left atrium with some pulmonary veins to proximal chamber draining to right atrium and others connecting directly to left atrium;Cor triatriatum with some pulmonary veins to proximal chamber draining to right atrium and others connecting directly to left atrium,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
449595000,Cor triatriatum with some pulmonary veins to proximal chamber draining to right atrium and others connecting anomalously;Divided left atrium with some pulmonary veins to proximal chamber draining to right atrium and others connecting anomalously,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
128567004,Congenital pulmonary venous atrium,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
449436000,Cor triatriatum with some pulmonary veins to proximal chamber draining to left atrium;Divided left atrium with some pulmonary veins to proximal chamber draining to left atrium,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
253639004,Pulmonary arterio-venous fistula;Intrapulmonary arteriovenous fistula,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
449594001,Cor triatriatum with some pulmonary veins to proximal chamber draining to left atrium and others connecting anomalously;Divided left atrium with some pulmonary veins to proximal chamber draining to left atrium and others connecting anomalously,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
447666009,Divided left atrium with all pulmonary veins to proximal chamber and then to left atrium;Cor triatriatum with all pulmonary veins to proximal chamber and then to left atrium,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
270512000,Pulmonary arteriovenous aneurysm;Pulmonary arterio-venous aneurysm,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
449441008,Divided left atrium with all pulmonary veins to proximal chamber without communication to left atrium with pulmonary venous chamber communication to right atrium;Cor triatriatum with all pulmonary veins to proximal chamber without communication to left atrium with pulmonary venous chamber communication to right atrium,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
449429001,Divided left atrium with some pulmonary veins to proximal chamber draining to right atrium;Cor triatriatum with some pulmonary veins to proximal chamber draining to right atrium,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
68237008,PAPVD - Partial anomalous pulmonary venous drainage;Partial anomalous pulmonary venous return;PAPVR - Partial anomalous pulmonary venous return;PAPVC - Partial anomalous pulmonary venous connection;Partial anomalous pulmonary venous connection,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
447667000,Divided left atrium with all pulmonary veins to proximal chamber without communication to left atrium;Cor triatriatum with all pulmonary veins to proximal chamber without communication to left atrium,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
449492000,Divided left atrium with all pulmonary veins to proximal chamber and then to left atrium with additional pulmonary venous chamber communication to right atrium;Cor triatriatum with all pulmonary veins to proximal chamber and then to left atrium with additional pulmonary venous chamber communication to right atrium,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
449593007,Cor triatriatum with some pulmonary veins to proximal chamber draining to left atrium and others connecting directly to left atrium;Divided left atrium with some pulmonary veins to proximal chamber draining to left atrium and others connecting directly to left atrium,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
448320008,Divided left atrium with some pulmonary veins to proximal chamber;Cor triatriatum with some pulmonary veins to proximal chamber,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
449428009,Divided left atrium with all pulmonary veins to proximal chamber and then to left atrium with additional pulmonary venous chamber communication;Cor triatriatum with all pulmonary veins to proximal chamber and then to left atrium with additional pulmonary venous chamber communication,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
449440009,Cor triatriatum with all pulmonary veins to proximal chamber without communication to left atrium with extracardiac pulmonary venous chamber communication;Divided left atrium with all pulmonary veins to proximal chamber without communication to left atrium with extracardiac pulmonary venous chamber communication,anomalous pulmonary venous connection,PAVM,Moderate,SNOMED
175218000,Percut translum prosth occlus patent ductus arteriosus (PDA);Percutaneous transluminal prosthetic occlusion of patent ductus arteriosus,patent ductus arteriosus,PDA,Mild,SNOMED
175211006,Other specified open correction of patent ductus arteriosus;Open correction of patent ductus arteriosus NOS;Open correction of patent ductus arteriosus;Open correction of patent ductus arteriosus (PDA),patent ductus arteriosus,PDA,Mild,SNOMED
175214003,Revision of correction of patent ductus arteriosus,patent ductus arteriosus,PDA,Mild,SNOMED
83330001,Patent arterial duct;PDA - Patent ductus arteriosus;Patent ductus arteriosus;Patent ductus Botalli;Botalli's patent ductus,patent ductus arteriosus,PDA,Mild,SNOMED
265859004,Repair of patent ductus arteriosus,patent ductus arteriosus,PDA,Mild,SNOMED
175212004,Ligation of patent ductus arteriosus;Ligation of patent ductus arteriosus,patent ductus arteriosus,PDA,Mild,SNOMED
122487007,Division of patent ductus arteriosus;Division of patent ductus arteriosus,patent ductus arteriosus,PDA,Mild,SNOMED
251006007,Pulmonary valve stenosis with doming,pulmonary stenosis,PS,Moderate,SNOMED
472782001,Stenosis of subvalvular region of neopulmonary valve;Subneopulmonary valve stenosis,pulmonary stenosis,PS,Moderate,SNOMED
448476001,Subpulmonary stenosis,pulmonary stenosis,PS,Moderate,SNOMED
253593006,Imperforate pulmonary valve,pulmonary stenosis,PS,Moderate,SNOMED
92830003,Combined valvular-subvalvular pulmonic stenosis,pulmonary stenosis,PS,Moderate,SNOMED
204345002,Congenital fusion of pulmonic cusps,pulmonary stenosis,PS,Moderate,SNOMED
472845002,Stenosis of foetal pulmonary valve;Stenosis of fetal pulmonary valve,pulmonary stenosis,PS,Moderate,SNOMED
194997002,"Pulmonary stenosis, non-rheumatic;""Pulmonary valve stenosis, nonrheumatic""",pulmonary stenosis,PS,Moderate,SNOMED
204370002,Stenosis of infundibulum of right ventricle;Subvalvular pulmonic stenosis;Infundibular pulmonic stenosis;Pulmonary infundibular stenosis,pulmonary stenosis,PS,Moderate,SNOMED
251007003,Pulmonary valve stenosis with narrow jet,pulmonary stenosis,PS,Moderate,SNOMED
56786000,"PS - Pulmonary valve stenosis;Pulmonic stenosis;Pulmonic valve stenosis;PVS - Pulmonary valve stenosis;Pulmonary valve stenosis;Pulmonary stenosis;""Pulmonary stenosis, cause unspecified""",pulmonary stenosis,PS,Moderate,SNOMED
195000004,Pulmonary valve stenosis with insufficiency,pulmonary stenosis,PS,Moderate,SNOMED
67278007,PV - Congenital pulmonary valve stenosis;Congenital valvular pulmonic stenosis;Congenital stenosis of pulmonary valve,pulmonary stenosis,PS,Moderate,SNOMED
52757001,Congenital supravalvular pulmonary stenosis,pulmonary stenosis,PS,Moderate,SNOMED
253586007,Pulmonary valve ring hypoplasia,pulmonary valve agenesis/atresia,PVA,Severe,SNOMED
719955006,Atresia of pulmonary valve;Pulmonary valve atresia,pulmonary valve agenesis/atresia,PVA,Severe,SNOMED
253592001,Pulmonary valve atresia without ventricular outflow tract,pulmonary valve agenesis/atresia,PVA,Severe,SNOMED
204443008,Pulmonary artery atresia,pulmonary valve agenesis/atresia,PVA,Severe,SNOMED
204342004,Congenital atresia of the pulmonary valve;Congenital atresia of pulmonary valve;Congenital pulmonary atresia,pulmonary valve agenesis/atresia,PVA,Severe,SNOMED
384648009,VSD - Repair of pulmonary atresia with ventricular septal defect;Repair of pulmonary atresia with ventricular septal defect,pulmonary valve agenesis/atresia,PVA,Severe,SNOMED
253591008,Pulmonary atresia with ventricular septal defect;PAVSD - Pulmonary atresia with ventricular septal defect,pulmonary valve agenesis/atresia,PVA,Severe,SNOMED
447839006,Pulmonary atresia and ventricular septal defect with aorta from right ventricle,pulmonary valve agenesis/atresia,PVA,Severe,SNOMED
54854003,Formation of conduit of right ventricle and pulmonary artery in repair of pulmonary artery atresia;Creation of shunt of right ventricle and pulmonary artery in repair of pulmonary artery atresia;Creation of conduit of right ventricle and pulmonary artery in repair of pulmonary artery atresia,pulmonary valve agenesis/atresia,PVA,Severe,SNOMED
447838003,Pulmonary atresia and ventricular septal defect with aorta from left ventricle,pulmonary valve agenesis/atresia,PVA,Severe,SNOMED
204467000,Atresia of pulmonary vein;Pulmonary vein atresia;PA - Pulmonary vein atresia,pulmonary valve agenesis/atresia,PVA,Severe,SNOMED
111322000,"Pulmonary vein abnormality;Congenital anomaly of pulmonary veins;PV - Pulmonary vein abnormality;""Anomaly of the pulmonary veins, unspecified""",pulmonary vein malformation,PVEM,Moderate,SNOMED
697928004,Pulmonary venous hypertension due to congenital stenosis of pulmonary vein,pulmonary vein malformation,PVEM,Severe,SNOMED
727824006,Entire anomalous pulmonary vein,pulmonary vein malformation,PVEM,Moderate,SNOMED
234062003,Pulmonary vein stenosis,pulmonary vein malformation,PVEM,Moderate,SNOMED
11614003,Congenital pulmonary vein stenosis;Congenital stenosis of pulmonary veins,pulmonary vein malformation,PVEM,Moderate,SNOMED
36422005,Transposition of pulmonary veins,pulmonary vein malformation,PVEM,Moderate,SNOMED
253321003,Anomalous termination of right pulmonary vein,pulmonary vein malformation,PVEM,Moderate,SNOMED
443467005,Ligation of anomalous pulmonary vein,pulmonary vein malformation,PVEM,Moderate,SNOMED
204343009,Hypoplasia of pulmonary valve,pulmonary valve malformation,PVM,Moderate,SNOMED
253596003,APVS - Absent pulmonary valve syndrome;Absent pulmonary valve syndrome,pulmonary valve malformation,PVM,Severe,SNOMED
6996004,Congenital absence of pulmonary valve;Absent pulmonary valve;Congenital absence of pulmonic valve,pulmonary valve malformation,PVM,Severe,SNOMED
93287006,Congenital hypoplasia of pulmonary valve;Congenital small pulmonic valve;Congenital hypoplasia of pulmonic valve,pulmonary valve malformation,PVM,Moderate,SNOMED
449315003,Congenital abnormality of right atrioventricular valve chordae tendinae in double inlet ventricle,right atrioventricular valve,RAVV,Severe,SNOMED
448633007,Right ventricular outflow tract obstruction due to atrioventricular valve,right atrioventricular valve,RAVV,Moderate,SNOMED
472849008,Stenosis of fetal right atrioventricular (nontricuspid) valve;Stenosis of foetal right atrioventricular (nontricuspid) valve;Stenosis of fetal right atrioventricular (not morphologically tricuspid) valve;Stenosis of foetal right atrioventricular (not morphologically tricuspid) valve,right atrioventricular valve,RAVV,Moderate,SNOMED
253470003,True cleft of right atrioventricular valve leaflet,right atrioventricular valve,RAVV,Moderate,SNOMED
253461001,Dilatation of right atrioventricular valve annulus,right atrioventricular valve,RAVV,Mild,SNOMED
253463003,Straddling right atrioventricular valve,right atrioventricular valve,RAVV,Moderate,SNOMED
253460000,Overriding right atrioventricular valve,right atrioventricular valve,RAVV,Moderate,SNOMED
253454000,Abnormality of right atrioventricular valve in double inlet ventricle;DIV - Abnormality of right atrioventricular valve in double inlet ventricle,right atrioventricular valve,RAVV,Severe,SNOMED
449111002,Double orifice of right atrioventricular valve in double inlet ventricle,right atrioventricular valve,RAVV,Severe,SNOMED
460602002,Dilatation of right atrioventricular (nontricuspid) valve in double inlet ventricle;Dilatation of right atrioventricular (not morphologically tricuspid) valve in double inlet ventricle;Dilation of right atrioventricular (not morphologically tricuspid) valve in double inlet ventricle,right atrioventricular valve,RAVV,Severe,SNOMED
449031001,Congenital abnormality of right atrioventricular valve leaflet in double inlet ventricle,right atrioventricular valve,RAVV,Severe,SNOMED
449040002,Hypoplasia of right atrioventricular valve annulus in double inlet ventricle,right atrioventricular valve,RAVV,Severe,SNOMED
449032008,Congenital abnormality of right atrioventricular valve papillary muscle in double inlet ventricle,right atrioventricular valve,RAVV,Severe,SNOMED
449316002,Congenital abnormality of right atrioventricular valve in double inlet ventricle,right atrioventricular valve,RAVV,Severe,SNOMED
253456003,Imperforate right atrioventricular valve,right atrioventricular valve,RAVV,Severe,SNOMED
253534003,Right ventricular outflow tract absent,right ventricular outflow obstruction,RVOO,Severe,SNOMED
448778001,Obstruction of right ventricular outflow tract due to aortico-left ventricular tunnel,right ventricular outflow obstruction,RVOO,Moderate,SNOMED
449520004,Right ventricular outflow tract obstruction due to septoparietal trabeculation,right ventricular outflow obstruction,RVOO,Moderate,SNOMED
253531006,Right ventricular outflow obstruction - localized;Right ventricular outflow obstruction - localised,right ventricular outflow obstruction,RVOO,Moderate,SNOMED
449352003,Right ventricular outflow tract obstruction due to abnormal cardiac muscle bands,right ventricular outflow obstruction,RVOO,Moderate,SNOMED
253529002,RVOT - Right ventricular outflow tract abnormality;Right ventricular outflow tract abnormality;Abnormal infundibular morphology,right ventricular outflow obstruction,RVOO,Moderate,SNOMED
448082008,Right ventricular outflow tract obstruction due to prolapse of Eustachian valve,right ventricular outflow obstruction,RVOO,Moderate,SNOMED
448001004,Right ventricular outflow tract obstruction due to aneurysm of membranous septum,right ventricular outflow obstruction,RVOO,Moderate,SNOMED
448309008,Right ventricular outflow tract obstruction due to fibromuscular shelf,right ventricular outflow obstruction,RVOO,Moderate,SNOMED
253532004,Right ventricular outflow obstruction - tubular,right ventricular outflow obstruction,RVOO,Moderate,SNOMED
448310003,Right ventricular outflow tract obstruction due to malaligned outlet septum,right ventricular outflow obstruction,RVOO,Moderate,SNOMED
470752003,Progression of fetal right ventricular outflow tract obstruction;Progression of foetal right ventricular outflow tract obstruction,right ventricular outflow obstruction,RVOO,Moderate,SNOMED
253533009,Right ventricular outflow tract atresia,right ventricular outflow obstruction,RVOO,Severe,SNOMED
253530007,Right ventricular outflow tract obstruction;RVOTO - Right ventricular outflow tract obstruction,right ventricular outflow obstruction,RVOO,Moderate,SNOMED
448083003,Right ventricular outflow tract obstruction due to prolapsed arterial valve,right ventricular outflow obstruction,RVOO,Moderate,SNOMED
174997007,Operations on the left ventricular outflow tract;LVOTO - Operations for left ventricular outflow tract obstruction;Repair of subaortic stenosis,subaortic stenosis,SAS,Moderate,SNOMED
32899003,Resection of subvalvular tissue for discrete subvalvular aortic stenosis;Excision of aortic subvalvular ring,subaortic stenosis,SAS,Moderate,SNOMED
448871001,Subaortic stenosis due to restrictive ventricular septal defect in functionally univentricular heart,subaortic stenosis,SAS,Moderate,SNOMED
448104005,Localized supravalvar aortic stenosis at sinutubular junction;Localised supravalvar aortic stenosis at sinutubular junction,subaortic stenosis,SAS,Moderate,SNOMED
204368006,Subvalvular stenosis;Subvalvar stenosis;Subaortic stenosis,subaortic stenosis,SAS,Moderate,SNOMED
448415009,Subaortic stenosis due to common atrioventricular valve,subaortic stenosis,SAS,Moderate,SNOMED
268174004,Septal defect NOS;Heart bulb or septal closure defects NOS;Other heart bulb and septal closure defect,septal defect (unspecified),SD,Moderate,SNOMED
41893002,Right sided atrium connecting to left ventricle;Left ventricular-right atrial communication;Left ventricle to right atrial communication,septal defect (unspecified),SD,Moderate,SNOMED
65184001,Closure of septal defect of heart with tissue graft;Repair of septal defect of heart with tissue graft,septal defect (unspecified),SD,Mild,SNOMED
445294008,Common atrioventricular orifice in double inlet ventricle,single ventricle,SV,Severe,SNOMED
472796007,Congenital subaortic stenosis due to restrictive ventricular septal defect associated with functionally univentricular heart,single ventricle,SV,Severe,SNOMED
204397009,Cor triloculare,single ventricle,SV,Severe,SNOMED
45503006,Common ventricle;Absence of interventricular septum;Cor triloculare biatriatum;Single ventricle,single ventricle,SV,Severe,SNOMED
472797003,Subaortic stenosis associated with functionally univentricular heart as complication of procedure,single ventricle,SV,Severe,SNOMED
204399007,Hemicardia,single ventricle,SV,Severe,SNOMED
253276007,Cor triloculare biventriculare;Cor triloculare biventriculare;Common atrium;Congenital absence of atrial septum,single ventricle,SV,Severe,SNOMED
253285007,Absent right sided atrioventricular connection,single ventricle,SV,Severe,SNOMED
81990004,Absence of atrial AND ventricular septa;Cor biloculare,single ventricle,SV,Severe,SNOMED
448072007,Absent atrioventricular connection - single inlet ventricle;Single inlet ventricle with absent atrioventricular connection,single ventricle,SV,Severe,SNOMED
54160000,Congenital aneurysm of sinus of Valsalva,sinus of valsalva,SVA,Moderate,SNOMED
360473004,Congenital asymmetric septal hypertrophy;Congenital muscular subaortic stenosis,supravalvular aortic stenosis,SVAS,Moderate,SNOMED
448061002,Shelf-like supravalvar aortic stenosis,supravalvular aortic stenosis,SVAS,Moderate,SNOMED
7169009,Congenital supravalvular aortic stenosis,supravalvular aortic stenosis,SVAS,Moderate,SNOMED
18546004,Congenital aortic stenosis;Congenital stenosis of aortic valve,supravalvular aortic stenosis,SVAS,Moderate,SNOMED
268185002,Supravalvar aortic stenosis;Congenital stenosis of ascending aorta;SVAS - Supravalvar aortic stenosis,supravalvular aortic stenosis,SVAS,Moderate,SNOMED
253642005,Diffuse supravalvar aortic stenosis,supravalvular aortic stenosis,SVAS,Moderate,SNOMED
8712002,Congenital subaortic stenosis of membranous type;Congenital subaortic stenosis due to fibromuscular shelf,supravalvular aortic stenosis,SVAS,Moderate,SNOMED
73660006,Congenital subvalvular aortic stenosis;Congenital subaortic stenosis,supravalvular aortic stenosis,SVAS,Moderate,SNOMED
174998002,Repair of supra-aortic stenosis,supravalvular aortic stenosis,SVAS,Moderate,SNOMED
56309007,Congenital subaortic stenosis of tunnel type;Subaortic stenosis due to fibromuscular tunnel,supravalvular aortic stenosis,SVAS,Moderate,SNOMED
253641003,Hour glass aortic stenosis;Localised supravalvar aortic stenosis;Localized supravalvar aortic stenosis,supravalvular aortic stenosis,SVAS,Moderate,SNOMED
66858001,Anomalous pulmonary venous drainage to superior vena cava,total anomalous pulmonary venous connection,TAPVC,Moderate,SNOMED
2.86341E+14,Total anomalous pulmonary venous connection to hepatic vein,total anomalous pulmonary venous connection,TAPVC,Moderate,SNOMED
447914003,TAPVC (total anomalous pulmonary venous connection) of intracardiac type;Total anomalous pulmonary venous connection of intracardiac type,total anomalous pulmonary venous connection,TAPVC,Moderate,SNOMED
2.86351E+14,Total anomalous pulmonary venous connection to right atrium,total anomalous pulmonary venous connection,TAPVC,Moderate,SNOMED
111323005,TAPVC - Total anomalous pulmonary venous connection;TAPVD - Total anomalous pulmonary venous drainage;Total anomalous pulmonary venous return;Total anomalous pulmonary venous connection;TAPVR,total anomalous pulmonary venous connection,TAPVC,Moderate,SNOMED
449434002,Supracardiac location of anomalous pulmonary venous connection to left superior vena cava;Supracardiac location of anomalous pulmonary venous connection to left superior caval vein,total anomalous pulmonary venous connection,TAPVC,Moderate,SNOMED
448727008,Total anomalous pulmonary venous connections of mixed type,total anomalous pulmonary venous connection,TAPVC,Moderate,SNOMED
447832002,Total anomalous pulmonary venous connection of supracardiac type;TAPVC (total anomalous pulmonary venous connection) of supracardiac type,total anomalous pulmonary venous connection,TAPVC,Moderate,SNOMED
448599000,TAPVC (total anomalous pulmonary venous connection) of infracardiac type;Total anomalous pulmonary venous connection of infracardiac type,total anomalous pulmonary venous connection,TAPVC,Moderate,SNOMED
449494004,Supracardiac location of anomalous pulmonary venous connection to right superior caval vein;Supracardiac location of anomalous pulmonary venous connection to right superior vena cava,total anomalous pulmonary venous connection,TAPVC,Moderate,SNOMED
2.86361E+14,Total anomalous pulmonary venous connection to superior vena cava,total anomalous pulmonary venous connection,TAPVC,Moderate,SNOMED
22750001,Anomalous pulmonary venous drainage to abdominal portion of inferior vena cava,total anomalous pulmonary venous connection,TAPVC,Moderate,SNOMED
63042009,Tricuspid atresia;Congenital atresia of tricuspid valve,tricuspid atresia,TAT,Severe,SNOMED
253455004,Right atrioventricular valve atresia,tricuspid atresia,TAT,Severe,SNOMED
204354004,Congenital tricuspid atresia and stenosis,tricuspid atresia,TAT,Severe,SNOMED
92976003,Congenital absence of right atrioventricular valve;Congenital absence of tricuspid valve,tricuspid atresia,TAT,Severe,SNOMED
74041008,Repair of tricuspid atresia,tricuspid atresia,TAT,Severe,SNOMED
174830006,TAPVC - Total anomalous pulmonary venous connection operation;Correction of total anomalous pulmonary venous connection;Repair of total anomalous pulmonary venous connection;Correction of total anomalous pulmonary venous connection OS;Correction of total anomalous pulmonary venous connection;TAVPR - Total anomalous pulmonary venous return operation;Repair of total anomalous pulmonary venous return;Repair of total anomalous pulmonary venous drainage;TAVVD - Total anomalous pulmonary venous drainage operation,total anomalous pulmonary venous connection,TAPVC,Moderate,SNOMED
2.85251E+14,Dextrotransposition of the great arteries,transposition of the great arteries,TGA,Severe,SNOMED
83799000,Congenitally corrected transposition of great arteries;Transposition of great vessels with ventricular inversion;Discordant ventriculoarterial connection with discordant atrioventricular connection;Corrected transposition of great vessels,transposition of the great arteries,TGA,Moderate,SNOMED
18932005,Rastelli operation in repair of transposition of great vessels,transposition of the great arteries,TGA,Moderate,SNOMED
449445004,Anatomically corrected malposition with concordant ventriculoarterial connections and parallel great arteries,transposition of the great arteries,TGA,Moderate,SNOMED
68800008,Creation of shunt of right ventricle and pulmonary artery in repair of transposition of great vessels;Creation of conduit of right ventricle and pulmonary artery in repair of transposition of great vessels,transposition of the great arteries,TGA,Moderate,SNOMED
26146002,Transposition of the great arteries;Complete TGA;Discordant ventriculoarterial connection with concordant atrioventricular connection;Complete transposition of great vessels;Classical transposition of great vessels,transposition of the great arteries,TGA,Severe,SNOMED
75942006,Total correction of transposition of great vessels,transposition of the great arteries,TGA,Moderate,SNOMED
399216004,Dextrotransposition;D - transposition of the great vessels,transposition of the great arteries,TGA,Severe,SNOMED
51201009,Senning operation;Correction of transposition of great vessels,transposition of the great arteries,TGA,Moderate,SNOMED
399046008,Levotransposition;Levotransposition of the great arteries;L - transposition of the great vessels,transposition of the great arteries,TGA,Severe,SNOMED
204300001,Incomplete transposition of great vessels;Incomplete great vessel transposition,transposition of the great arteries,TGA,Severe,SNOMED
204297006,Total great vessel transposition,transposition of the great arteries,TGA,Severe,SNOMED
253297008,Transposition of aorta,transposition of the great arteries,TGA,Severe,SNOMED
204299009,Dextratransposition of aorta;Dextrotransposition of aorta,transposition of the great arteries,TGA,Severe,SNOMED
395723006,Other correction of transposition of great vessels;Other correction of transposition of great vessels NOS;Operation for transposition of great vessels;TGV - Operation for transposition of great vessels;TGA - Operation for transposition of great arteries;Other correction of transposition of great vessels OS;Other repair of transposition of great arteries;Operation for transposition of great vessels;Other repair of transposition of great arteries NOS;OS other repair of transposition of great arteries,transposition of the great arteries,TGA,Moderate,SNOMED
443260009,Rastelli interventricular tunnel;Surgically constructed outflow tract of left ventricle across ventricular septal defect to aorta,transposition of the great arteries,TGA,Moderate,SNOMED
399228007,Tetralogy of Fallot with absent pulmonary valve,tetralogy of fallot,TOF,Moderate,SNOMED
174814003,Repair of tetralogy of Fallot;Repair of tetralogy of Fallot NOS;Other specified repair of tetralogy of Fallot;Other specified correction of tetralogy of Fallot;Correction of tetralogy of Fallot;Correction of tetralogy of Fallot NOS,tetralogy of fallot,TOF,Moderate,SNOMED
253515003,Ventricular septal defect in Fallot's tetralogy;Ventricular septal defect in Fallot tetralogy,tetralogy of fallot,TOF,Moderate,SNOMED
448475002,Absent pulmonary valve syndrome with ventricular septal defect of non Fallot type,tetralogy of fallot,TOF,Moderate,SNOMED
62118003,Repair of ventricular septal defect with prosthesis in total repair of tetralogy of Fallot,tetralogy of fallot,TOF,Moderate,SNOMED
86299006,"Tetralogy of Fallot;""Tetralogy of Fallot, unspecified"";""Subpulmonic stenosis, ventricular septal defect, overriding aorta, AND right ventricular hypertrophy"";Tetralogy of Fallot NOS;TOF - Tetralogy of Fallot;Fallot's tetralogy",tetralogy of fallot,TOF,Moderate,SNOMED
63934006,Overriding aorta;Overriding aorta,tetralogy of fallot,TOF,Moderate,SNOMED
27986000,Congenital pulmonary arteriovenous aneurysm,tetralogy of fallot,TOF,Moderate,SNOMED
233112003,DORV - Repair of Fallot-type double outlet right ventricle;Repair of Fallot-type double outlet right ventricle,tetralogy of fallot,TOF,Moderate,SNOMED
174818000,Revision of correction of tetralogy of Fallot,tetralogy of fallot,TOF,Moderate,SNOMED
425785006,Repair of tetralogy of Fallot with absent pulmonary valve,tetralogy of fallot,TOF,Moderate,SNOMED
174817005,Correction of tetralogy of Fallot using right ventricular outflow patch,tetralogy of fallot,TOF,Moderate,SNOMED
233049006,Repair of atrioventricular septal defect associated with Fallot's tetralogy;Repair of atrioventricular septal defect associated with Fallot tetralogy,tetralogy of fallot,TOF,Moderate,SNOMED
204351007,Fallot trilogy;Fallot's trilogy;Fallot triad,tetralogy of fallot,TOF,Moderate,SNOMED
83698002,Complete repair of tetralogy of Fallot with transannular patch,tetralogy of fallot,TOF,Moderate,SNOMED
174815002,Correction of tetralogy of Fallot using valved right ventricular outflow conduit,tetralogy of fallot,TOF,Moderate,SNOMED
75078003,Repair of ventricular septal defect in total repair of tetralogy of Fallot,tetralogy of fallot,TOF,Moderate,SNOMED
2.32921E+14,Repair of Fallot-type pulmonary atresia with aortopulmonary collaterals,tetralogy of fallot,TOF,Moderate,SNOMED
204306007,Pentalogy of Fallot,tetralogy of fallot,TOF,Moderate,SNOMED
448302004,Repair of tetralogy of Fallot using right ventricular outflow conduit,tetralogy of fallot,TOF,Moderate,SNOMED
766976003,"Pulmonary valve agenesis, tetralogy of Fallot, absence of ductus arteriosus syndrome;""Absence of pulmonary valve, Fallot tetralogy, absence of ductus arteriosus syndrome""",tetralogy of fallot,TOF,Moderate,SNOMED
448007000,Atrioventricular septal defect associated with tetralogy of Fallot;Atrioventricular septal defect in association with tetralogy of Fallot,tetralogy of fallot,TOF,Moderate,SNOMED
253514004,Dextraposition of aorta in Fallot's tetralogy;Dextroposition of aorta in tetralogy of Fallot;Dextraposition of aorta in Fallot tetralogy,tetralogy of fallot,TOF,Moderate,SNOMED
253512000,Tetralogy of Fallot with pulmonary stenosis,tetralogy of fallot,TOF,Moderate,SNOMED
233123004,Intraventricular operation for non-Fallot type double outlet ventricle;Intraventricular operation for transposition or double outlet ventricle,tetralogy of fallot,TOF,Moderate,SNOMED
253298003,Fallot type double outlet right ventricle;Double outlet right ventricle with subaortic ventricular septal defect,tetralogy of fallot,TOF,Moderate,SNOMED
253610004,Unicuspid aortic valve,unicuspid aortic valve,UAV,Mild,SNOMED
447696004,Unicommissural unicuspid aortic valve,unicuspid aortic valve,UAV,Mild,SNOMED
448085005,Acommissural unicuspid aortic valve,unicuspid aortic valve,UAV,Mild,SNOMED
253553008,Anterior perimembranous ventricular septal defect;Perimembranous ventricular septal defect with extension to right ventricular trabecular component,ventricular septal defect,VSD,Mild,SNOMED
253570000,Doubly committed subarterial ventricular septal defect with muscular posterior inferior rim,ventricular septal defect,VSD,Moderate,SNOMED
3.7851E+13,History of correction of ventricular septal defect,ventricular septal defect,VSD,Moderate,SNOMED
764955006,Laubry Pezzi syndrome;Ventricular septal defect with aortic insufficiency,ventricular septal defect,VSD,Moderate,SNOMED
439707001,Transmyocardial closure of ventricular septal defect using catheter with implant,ventricular septal defect,VSD,Mild,SNOMED
448827000,Ventricular septal defect with absent outlet septum and overriding truncal valve with inferior muscular rim,ventricular septal defect,VSD,Severe,SNOMED
253563000,Muscular ventricular septal defect in inlet septum,ventricular septal defect,VSD,Mild,SNOMED
253564006,Muscular ventricular septal defect in central trabecular septum,ventricular septal defect,VSD,Mild,SNOMED
253551005,Restrictive ventricular septal defect,ventricular septal defect,VSD,Mild,SNOMED
